PSA_ID,Domain,Class,English,Kiswahili,Target_Language,Source,Source_URL,Date,Metadata,Ekegusii,Dholuo,Somali
EDU-00338,Education,PSA,Tharaka Nithi County Government will establish small museums in each constituency to preserve cultural heritage. Residents are encouraged to participate and learn about their traditions.,Serikali ya Kaunti ya Tharaka Nithi itajenga makumbusho madogo katika kila jimbo ili kuhifadhi urithi wa kitamaduni. Wananchi wanahimizwa kushiriki na kujifunza kuhusu desturi zao.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/tharaka-nithi-plans-constituency-museums-to-preserve-culture-for-future-generations/,2026-07-26,General,Ekiikosi ya Tharaka Nithi ichakora makiami matogoria mu itariria naki saki mwandira gora mwaki buya. Abaki bataramokere obwaki na okobori oria buya bwabo.,Kawawar thuku Tharaka Nithi kuom to kod okinyi piny mondo bende wacho sigand kendo jopiny wacho ni waduong' ni ma ok gima omiyo ahinya. Okwachni weche gi nyathi eyo bende nigi koro ne gigoko gik osiepe.,Dowladda Gobolka Tharaka Nithi waxay dhisi doontaa museums yar yar oo ku yaal degmo kasta si loo ilaaliyo dhaxalka dhaqanka. Waxaa lagu dhiirigelinayaa dadka deggan inay ka qeyb qaataan oo ay bartaan dhaqankooda.
EDU-00339,Education,PSA,Residents of Tharaka Nithi County are encouraged to attend the Chuka Igambang'ombe Cultural Festival on July 17-18 at Kaanwa Chief's Camp to celebrate local heritage and culture.,Wananchi wa Kaunti ya Tharaka Nithi wanahimizwa kuhudhuria Tamasha la Utamaduni la Chuka Igambang'ombe tarehe 17-18 Julai katika Kambi ya Mkuu wa Kaanwa ili kusherehekea urithi na utamaduni wa eneo hilo.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/tharaka-nithi-gears-up-for-chuka-igambangombe-cultural-festival/,2026-07-26,General,Ababere ba Tharaka Nithi baria bakanirire kujia ku Chuka Igambang'ombe Cultural Festival ku July 17-18 kanyaki Kaanwa Chief's Camp bw'okerebete omokere naki omokiri.,"Geng' Tharaka Nithi, in bende ng'ama piny mwakalu Chuka Igambang'ombe Cultural Festival machon gogo Julai 17-18 k'Ombu Kaanwa, e yo piny mar heritagero ni ulambo.",Deegaanka Tharaka Nithi waxaa lagu dhiirrigelinayaa inay ka soo qayb galaan Xafladda Dhaqanka Chuka Igambang'ombe ee soconaysa 17-18ka Luulyo ee Kambiis Kaanwa si loo dabaaldego dhaxalka iyo dhaqanka deegaanka.
EDU-00340,Education,PSA,"The Eastern Region Music Festivals are taking place from June 29 to July 3 at ACK St. Luke's Wote Township Primary School, showcasing learners' talents in various artistic performances. Top performers may qualify for the National Music Festivals on July 10, 2026, at Kibabii University.","Mashindano ya Muziki ya Mkoa wa Mashariki yanatekelezwa kuanzia Juni 29 hadi Julai 3 katika Shule ya Msingi ya ACK St. Luke's Wote Township, yakionyesha vipaji vya wanafunzi katika maonyesho mbalimbali ya sanaa. Wasanii bora wanaweza kufuzu kwa Mashindano ya Muziki ya Kitaifa mnamo Julai 10, 2026, katika Chuo Kikuu cha Kibabii.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/makueni-hosts-eastern-region-music-festivals-to-showcase-learners-creative-talents/,2026-07-26,General,"Omochani wa Maisha Omosia hataisibori chireka chicheng'ana June 29 kugeza July 3 e ACK St. Luke's Wote Township Primary School, omogore buya bwaki buya nakiijogori bwerere. Bakigana buya bacha bakiere kuchenda Omochani wa Maisha Nnationa chireka July 10, 2026, e Kibabii University.","Mise ni Eastern Region Music Festivals itiyogo odhiambo kuom June 29 kuting' July 3 e ACK St. Luke's Wote Township Primary School, moko ne tielo nyasaye mag ler kendo joma e piny dhok. Joma nene e dongo ma okonyi to nind gi ng'ato ga National Music Festivals e July 10, 2026, e Kibabii University.","Festival-yada Musiikada Gobolka Bari waxay dhici doonaan laga bilaabo Juun 29 illaa Luulyo 3, xarunta dugsiga hoose ee ACK St. Luke's Wote Township, iyada oo lagu soo bandhigayo hibada ardayda ee bandhigyada farshaxanka. Qofka ku guuleysta bandhigyada ugu sarreeya waxaa laga yaabaa inuu ka qabsado Festival-ka Musiikada Qaranka ee Luulyo 10, 2026, jaamacadda Kibabii."
EDU-00341,Education,PSA,Residents are encouraged to attend the Tharaka Cultural Festival on June 25 at Nkondi and the Chuka Cultural Festival in July to celebrate and preserve indigenous languages and cultural heritage.,Wananchi wanahimizwa kuhudhuria Tamasha la Utamaduni la Tharaka tarehe 25 Juni mjini Nkondi na Tamasha la Utamaduni la Chuka mwezi Julai ili kusherehekea na kuhifadhi lugha za asili na urithi wa kitamaduni.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/%e2%80%8e%e2%80%8egovernor-njuki-calls-for-preservation-of-indigenous-languages-and-cultural-heritage-%e2%80%8e/,2026-07-26,General,Abakire baigana omokanga omokosi ogwirane na Tharaka Cultural Festival nyamokiri 25 gwa Nkondi na Chuka Cultural Festival mwakire omogori nyanogakire okorera na okorora ekegusii naki omotenda.,"Kak konyo ji kuom tawere Tharaka Cultural Festival nyaka June 25 e Nkondi gi Chuka Cultural Festival e July, kendo jiyang' koding' kod nyalo ruoth mar luo mar ich.",Degaano waxaa lagu dhiirigelinayaa inay ka qeybgalaan Xafladda Dhaqanka Tharaka 25-ka Juun ee Nkondi iyo Xafladda Dhaqanka Chuka bisha Luulyo si ay uga dabaal degaan oo ay u ilaashadaan luqadaha asaliga ah iyo dhaxalka dhaqanka.
EDU-00342,Education,PSA,"The construction of the Raila Odinga Mausoleum in Bondo, Siaya County will begin this August and is expected to be completed by September 30.","Ujenzi wa Makaburi ya Raila Odinga huko Bondo, Kaunti ya Siaya utaanza Agosti hii na unatarajiwa kukamilika ifikapo Septemba 30.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/government-to-build-raila-odinga-mausoleum-to-preserve-national-legacy/,2026-07-26,General,"Igenyi eguri ya Raila Odinga mu Bondo, Siaya, ikarengire buya kukanganya iugendere chinkana chio ching'anya naki chichokire mu Sempteba 30.","Pacho ma nyalo ka Raila Odinga Mausoleum e Bondo, Siaya County nyalo timo ma this August kendo nyalo weyo chik ni September 30.","Dhismaha Qabriga Raila Odinga ee Bondo, Gobolka Siaya wuxuu bilaabanayaa bisha Agoosto, waxaana la filayaa in la dhammeeyo 30-ka Sebtember."
EDU-00343,Education,PSA,"Residents of Kilgoris Sub-County are encouraged to remain calm and strong during the mourning period for former MP Gideon Konchellah, who passed away.","Wakazi wa Kilgoris Sub-County wanahimizwa kubaki watulivu na wenye nguvu wakati wa kipindi cha maombolezo ya mbunge wa zamani Gideon Konchellah, aliefariki.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/more-tributes-for-the-late-gideon-konchellah/,2026-07-26,General,"Abakire baki Kisii batarerwe kugira ugogore n'okore bworia bwaki mugore bwaki Gideon Konchellah, naki akaore.","Dholuo mar Kilgoris Sub-County ngʼat marach ka wuodhi kitiyo kendo nyaka ulembe gi piny mamit, ka wachonore gi Gideon Konchellah, mane oduogo.","Dadweynaha Kilgoris Sub-County waxaa la faray in ay deggan yihiin oo ay noqdaan kuwo xoog leh xilliga muujinta qaslayaasha ah ee Guddoomihii hore ee Baarlamaanka Gideon Konchellah, oo geeriyooday."
EDU-00344,Education,PSA,"Senator Richard Onyonka's family is in mourning following the death of his mother, Mama Teresia Nyaboke Omoke, at 81.","Familia ya Senator Richard Onyonka inahangaika kufuatia kifo cha mama yake, Mama Teresia Nyaboke Omoke, akiwa na umri wa miaka 81.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/leaders-condole-with-senator-onyonka-following-his-mothers-demise/,2026-07-26,General,"Mokosi wa Senator Richard Onyonka oria ore mwagoka oboya omokiri yaki moshoke, Mama Teresia Nyaboke Omoke, omokireri omoka 81.","Seneta Richard Onyonka ng'ato ma konyruok ka weche mar mama eye, Mama Teresia Nyaboke Omoke, ka okonyo 81.","Qoyska senator Richard Onyonka ayaa ka murugoonaya geeridii hooyadiis, Mama Teresia Nyaboke Omoke, oo ku geeriyootay 81 jir."
EDU-00345,Education,PSA,"The late Senior Superintendent of Police Peter Kazungu Charo will be laid to rest on Saturday, April 25, at Mavueni in Kilifi North Sub-County, Kilifi County.","Marehemu Mkurugenzi Msaidizi wa Polisi Peter Kazungu Charo atazikwa siku ya Jumamosi, Aprili 25, katika Mavueni, eneo la Kilifi Kaskazini, Kaunti ya Kilifi.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/nyanchwa-sub-county-police-commander-kazungu-charo-eulogized/,2026-07-26,General,"Omoigwa omonene wa abarakwa Peter Kazungu Charo ogechoka omokigori bwa Chabire, ku Mavueni naki Kilifi North Sub-County, Kilifi County.","Omiyo Senior Superintendent of Police Peter Kazungu Charo oseth gi in at Mawueny, Kilifi North Sub-County, Kilifi County, kuonde piny, Abich 25.","Taliyaha sare ee booliiska ee dhintay, Peter Kazungu Charo, ayaa lagu aasayaa Sabtida, Abriil 25, Mavueni, degmada Kilifi North ee gobolka Kilifi."
EDU-00346,Education,PSA,The Kenya News Agency is seeking qualified individuals for various management positions. Interested candidates should apply as per the application guidelines posted by the Ministry of Information.,Shirika la Habari la Kenya linatafuta watu walio na sifa kwa nafasi mbalimbali za usimamizi. Wagombea waliovutiwa wanapaswa kuomba kulingana na mwongozo wa maombi uliowekwa na Wizara ya Habari.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/management-staff/,2026-07-26,General,Amashauri ya Nhasi ya Kenya arikomoka abere buya abarikure mwakireri ogwaki. Abakire bano bategere bangania kulinda Kagwaki ka Abashauri buya abashiare na Ministry of Information.,"Kenya News Agency ospok gi wuoth kendo moko ma okwongo e yo mar management. Konyruok ma okinyi, chike ma onge chonruok ma oser kendo piny e gige mar Ministry of Information.",Hay'adda Wararka Kenya waxay raadinaysaa shaqsiyaad aqoon leh oo u qalma xilal maamul oo kala duwan. Dadka xiiseynaya waa inay codsadaan sida ku xusan hageyaasha codsiga ee ay soo bandhigtay Wasaaradda Macluumaadka.
EDU-00347,Education,PSA,"Citizens are encouraged to understand and embody the National Values and Principles of Governance as outlined in the Kenyan Constitution. Embrace patriotism, unity, and participatory democracy.","Wananchi wanahimizwa kuelewa na kuishi kulingana na Thamani na Misingi ya Kitaifa ya Utawala kama ilivyoainishwa katika Katiba ya Kenya. Kubali uzalendo, umoja, na demokrasia inayoshiriki.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/national-values-and-principles/,2026-07-26,General,"Abagere bakiembire kubwaki na emonyakire na ekekaranya ya Divai naki Nyasae ya Abaki Kenya. Nyang'anya ogete, bwogoti, na ogetang’ania omong'ango.","Ng'ato machiegni nyalo romo nyan gima idhi kata chiel mar Kanyal, ka weche e Kanyawadogo. Nyonje patriotism, dhok, to buok mag tich.","Citizenska waxaa lagu dhiirrigelinayaa inay fahmaan oo ay ku dhaqmaan Qiyamka iyo Mabaadii'da Qaranka sida ku xusan Dastuurka Kenya. Ku dhaqma waddaniyadda, midnimada, iyo dimuqraadiyadda ka qaybgalka."
EDU-00348,Education,PSA,"For detailed instructions on making payments for news services, purchasing portraits, obtaining photographs, foreign journalist clearances, leasing office space, and student attachments, visit the Directorate of Information's official website.","Kwa maelekezo ya kina kuhusu jinsi ya kufanya malipo kwa huduma za habari, kununua picha, kupata picha, vibali vya waandishi wa habari wa kigeni, kukodisha ofisi, na uhusiano wa wanafunzi, tembelea tovuti rasmi ya Kikosi cha Taarifa.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/e-services/,2026-07-26,General,"Ore okegana omogendo ogenda omonene okuji chenda forori, ore okumanya atana, ore okusora atana, ore gukioria abatari bende, ore kukore omokiri, na ore okuyia ogenda omokiri bwogenda ka oremokiania obwakire, ikia okotore okwo omogendo ogenda obwakire bw'Obwaki.","Ng'eyo magyenge kod jarok wacho e yo maler kuom ombulu, tindo poro, jaluo chike, aoro kwany wadhou ma iyo, konyo od zinga, kod wan okwongo, ur gima toshini e website mar Directorate of Information.","Si aad u hesho tilmaamo faahfaahsan oo ku saabsan sida lacagaha loogu shubo adeegyada wararka, iibsashada sawirada, helitaanka sawirrada, oggolaanshaha warbaahinta ajaanibta, kireynta xafiisyada, iyo xirfadleyda ardayda, booqo website-ka rasmiga ah ee Waaxda Macluumaadka."
EDU-00349,Education,PSA,Parents and students affected by the Uasin Gishu Finland and Canada overseas education program are urged to report their grievances to the Ethics and Anti-Corruption Commission for assistance.,Wazazi na wanafunzi walioathirika na mpango wa elimu ya ng'ambo wa Uasin Gishu Finland na Kanada wanahimizwa kuripoti malalamiko yao kwa Tume ya Maadili na Kupambana na Ufisadi kwa msaada.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/parents-students-demand-justice-after-scholarship-case-acquittal/,2026-07-26,General,"Ababere na abagitanga bagakire mwong’ene wa Uasin Gishu Finland na Canada bure busechi bufungi busekoragira, bakenyere kuorania ibirekire okogotigana na Commission y’Amashengo na Anti-Corruption bu oni ogotigana.","Jokonyo kod dalan chiegni ma ok nyal jomoko Uasin Gishu Finland riek Canada e chuo mar hiwgi ni gima owuon, omiya gik osimbo gi Luo Ethics kod Anti-Corruption Commission ma gin jothurwa e yo.",Waalidka iyo ardayda ay saameeyeen barnaamijka waxbarashada dibadda ee Uasin Gishu ee Finland iyo Kanada waxaa lagu boorinayaa inay cabashooyinkooda ka diraan Komishanka Anshaxa iyo La-dagaallanka Musuqmaasuqa si ay caawimaad uga helaan.
EDU-00350,Education,PSA,Construction of a Sh10 million multipurpose hall at Oloolaiser High School has begun and is expected to be completed by the end of the year.,Ujenzi wa ukumbi wa matumizi mengi wa Sh10 milioni katika Shule ya Upili ya Oloolaiser umeanza na unatarajiwa kukamilika mwishoni mwa mwaka.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/kajiado-launches-construction-of-sh10-million-multipurpose-hall-at-oloolaiser-high-school/,2026-07-26,General,Bwakire bwaki ogwina ku Sh10 million buya gosego bwaki Oloolaiser High School buya bwaki naki naki buya noorio bwaki omokiriri.,Konyo gi Sh10 million multipurpose hall e Oloolaiser High School donjre ni mangu kochopo ni itimore keth.,Dhismaha hoolka badan ujeedooyinka ah ee lacagta Sh10 milyan ah ayaa ka bilowday Dugsiga Sare ee Oloolaiser waxaana la filayaa in la dhammeeyo dhammaadka sanadka.
EDU-00351,Education,PSA,"Landlords around Chuka University must improve student welfare and security by enhancing living conditions, ensuring proper lighting, waste management, and fair tenancy practices.","Wapangaji wa nyumba karibu na Chuka University wanapaswa kuboresha ustawi na usalama wa wanafunzi kwa kuboresha hali za maisha, kuhakikisha mwangaza mzuri, usimamizi wa taka, na taratibu za upangaji za haki.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/landlords-urged-to-improve-student-welfare-and-security-around-chuka-university/,2026-07-26,General,"Abanyaki batarakire Chuka University bosi tekanyire oria bwakire omokiri bwanoru, bwakire oburi, bwakire miyo, bwakire ngaki bwakire bwanoru na bwakire bokeri bwakire.","Malaika e Chuka University nyalo divo yieng' kuom nyasachgi mag chike, kuom koni tond, nyathiny mara, kendo miyo ng'ato nyaka mwacheni kaka e mag nachra.","Milkiilayaasha ku hareeraysan Jaamacadda Chuka waa inay kor u qaadaan daryeelka ardayda iyo ammaanka iyagoo hagaajinaya xaaladaha deggenaanshaha, xaqiijinta nalal ku filan, maaraynta qashinka, iyo dhaqamada kirada oo cadaalad ah."
EDU-00352,Education,PSA,"Muslim community members in Homa Bay are urged to support needy students enrolling in universities and colleges. A fundraising event will be held on July 31, 2026, at Governors Park.","Wajumbe wa jamii ya Waislamu Homa Bay wanahimizwa kusaidia wanafunzi wahitaji wanaojiandikisha katika vyuo vikuu na vyuo. Tukio la kuchangia fedha litafanyika tarehe 31 Julai, 2026, katika Governors Park.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/homa-bay-muslim-leaders-appeal-for-support-for-university-students/,2026-07-26,General,"Ababera b'ekikuyu bagenyere Homa Bay barungi kudhakana abere b'ekiruo batarikane mu masomo ga vyuo na makoro. Ikang'ana y'ekukanya inyorogori egendi ebuya ku ng'endo ya Julai 31, 2026, abu Governors Park.","Abiro manyien gi komiti ma ok nyiso kuom joma nyalo ȯng'eyo e Homa Bay chieng' kony. Nakiendo mar nyiso ma ok nyiso chalo ka kendo jitimbo osetne ka 31, mwaka 2026 e Governors Park.","Dhalinyarada Muslimiinta ee Homa Bay waxaa lagu boorinayaa inay taageeraan ardayda baahida leh ee jaamacadaha iyo kulliyadaha gala. dhacdo dhaqaalaha ayaa la qaban doonaa 31ka Luulyo, 2026, park-ka Guddiga."
EDU-00353,Education,PSA,St. Joseph's Sino Secondary School now has a new school bus and renovated classrooms thanks to NG-CDF funding. This initiative aims to enhance educational infrastructure in the community.,"Shule ya Sekondari ya St. Joseph's Sino sasa ina basi jipya la shule na madarasa yaliyo rehabelitated, shukrani kwa ufadhili wa NG-CDF. Mpango huu unalenga kuboresha miundombinu ya elimu katika jamii.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/legislator-launches-projects-funded-through-ng-cdf/,2026-07-26,General,Shule ya Sekondari ya St. Joseph's Sino inarora ing’ela enonikiri bus mpya na masomo miriiri buka buya naki NG-CDF. Naki inioti ikore omokiyaki oria okiregotho omogoti bw'ami.,St. Joseph's Sino Secondary School nyalo kuom bus nyakare motegno gi klasomabende kendo mane oyier kendo moro ng'ato mar NG-CDF. Gino ni maokse ni en miyo neno biro tich.,"Dugsi Sare ee St. Joseph's Sino hadda wuxuu helay bus cusub iyo fasallo dib loo habeeyey, taasoo ay maalgaliyeen NG-CDF. Mashruucan wuxuu ujeedadiisu tahay in la hagaajiyo kaabayaasha waxbarashada ee bulshooyinka."
EDU-00354,Education,PSA,The County Government of Kericho has advertised 210 vacancies for ECDE teachers. Qualified applicants are encouraged to apply.,Serikali ya Kaunti ya Kericho imetangaza nafasi 210 za walimu wa ECDE. Wanahitajiwa waombaji wenye sifa kuwatuma maombi.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/kericho-opens-210-ecde-teaching-vacancies-to-address-staffing-gaps/,2026-07-26,General,Abakirebu bwa Kericho bamenye omokirito 210 ogokwigana ogende ECDE. Abakire buya bakenyori babiri bagenye bakere.,Gavana wa Kaunti ya Kericho abiro kendo oter gi 210 bende magwang' mang'eyo mochung' gi ECDE. Abiro chwe gi chier maler ne okonyori ji.,Dowladda Qarbada ee Kericho waxay shaacisay 210 fursadood oo macallimiin ECDE ah. Codsadaha u qalma waxaa lagu dhiirigelinayaa inay codsadaan.
EDU-00355,Education,PSA,All education stakeholders are urged to strengthen collaboration to improve education standards and ensure learners are equipped with essential skills.,Wahusika wote katika elimu wanahimizwa kuimarisha ushirikiano ili kuboresha viwango vya elimu na kuhakikisha wanafunzi wanapata ujuzi muhimu.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/collaboration-key-to-improving-education-standards-stakeholders-told/,2026-07-26,General,Abakire naki batega mboge omokiri bategana omokiriri bushindani bwendo bwere nyasa naki buya bwiibori bwana bakorasa omokiri buya.,Mokinyi ma okang'ni nyasa jomoko yogo nag'eng' eyo wuok to golo majo mogenda dhin nyim mwaki to joma chula nigi kucha ma ok pe rang' kanyo kendo ng'ato ohinga.,Dhammaan daneeyayaasha waxbarashada waxaa lagu boorinayaa inay xoojiyaan iskaashiga si loo hagaajiyo heerarka waxbarashada iyo in ardayda la siiyo xirfadaha lagama maarmaanka ah.
EDU-00356,Education,PSA,Residents of Tinderet Sub-county can now access expanded Technical and Vocational Education and Training (TVET) programs at the newly completed tuition block and upcoming Electrical and Electronics Workshop.,Wakazi wa Kata ya Tinderet sasa wanaweza kufaidika na programu zilizoimarishwa za Elimu na Mafunzo ya Ufundi na Stadi (TVET) katika jengo jipya la masomo na warsha ya Umeme na Elektroniki inayokuja.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/legislator-prioritizes-technical-training-for-tinderet-residents/,2026-07-26,General,Abakire b’aTinderet Sub-county baria batigana okoboka wanang'ani waki Technologia ne Vocational Education and Training (TVET) ki ikirori buya bwaki omokiri bwotsia na bukhokire buya bwa Electrical ne Electronics.,Jodongo motegno Tinderet Sub-county nyal wachoni ma nyal oket gi Technical and Vocational Education and Training (TVET) nyinge ka piny mogo nyal olok gi tuition block nyalo marach ahinya kendo Electrical and Electronics Workshop ma tet.,"Sharci-yaqaannada degmada Tinderet waxay hadda heli karaan barnaamijyo farsamo iyo xirfadeed (TVET) oo la ballaariyay, kadib dhismaha cusub ee xarunta kharashka iyo aqoon-is-weydaarsiga korontada iyo elektarooniga ah ee soo socda."
EDU-00357,Education,PSA,"The Government will expedite the completion of stalled education projects in Chebara, Elgeyo Marakwet County. Affected facilities include Chebara Vocational Training Centre and several schools.","Serikali itakamilisha haraka miradi ya elimu iliyokwama katika Chebara, Kaunti ya Elgeyo Marakwet. Vifaa vilivyoathirika ni pamoja na Kituo cha Mikutano ya Ufundi cha Chebara na shule kadhaa.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/government-to-fast-track-completion-of-chebara-education-projects/,2026-07-26,General,"Abagi be Govamenti boki omorori buya buya bwaki ikoiche buya omokiri bwomoka ogenda Chebara, Elgeyo Marakwet. Omoifunyi bwaki buya bwokamono bwaki bwoka Chebara Vocational Training Centre na masomo mang'ima.","Govt. en godo to nind gi yueyo nyathi ng'ato ma itimre e nind bura to ber gi nyasach e Chebara, Elgeyo Marakwet County. Zawadi ma itimre e kit ma yudho e Chebara Vocational Training Centre kendo waduong' mang'wen.","Dawladda ayaa dedejin doonta dhamaystirka mashaariicda waxbarasho ee hakad galay ee Chebara, Gobolka Elgeyo Marakwet. Goobaha ay saameeyeen waxaa ka mid ah Xarunta Tababarka Xirfadeed ee Chebara iyo dhowr iskuul."
EDU-00358,Education,PSA,All Technical and Vocational Education and Training (TVET) institutions in Kenya are urged to adopt modern training methods and collaborate with industries to equip students with skills for the Fourth Industrial Revolution.,Taasis zote za Teknolojia na Mafunzo ya Ufundi (TVET) nchini Kenya zinahimizwa kupitisha mbinu za kisasa za mafunzo na kushirikiana na viwanda ili kuwapatia wanafunzi ujuzi wa Mapinduzi ya Nne ya Viwanda.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/tvets-urged-to-embrace-emerging-technologies-for-industrial-revolution-skills/,2026-07-26,General,Amaklima o Nyamachaki na Ogotire Okwang'ani (TVET) mo Kenya mosetegere enyisero ya naki na omotorokie naki naki chimbutu naki omoakire amaki omotenya mwaki owagire to kosi motetegere mwaki ogendi obokore bige.,Ka TVET nyaka kanyakore gi institution ahinya e Kenya ng'e yudore konyo mag piny motegno kendo ologo gi ma oting'o mondo wate kanyaluok kendo notimo manyien kuom Fourth Industrial Revolution.,Dhammaan hay'adaha Waxbarashada Farsamada iyo Tababarka ee Kenya waxay ku boorinayaan inay qaataan habab tababar casri ah iyo inay la shaqeeyaan warshadaha si ay ardayda u siiyaan xirfadaha Kacaanka Warshadaha Afaraad.
EDU-00359,Education,PSA,Young people in Murang'a County can access free vocational training at the 360 Climate Institute. Enroll now to gain practical skills for employment or self-employment.,Vijana katika Kaunti ya Murang'a wanaweza kupata mafunzo ya ufundi bure katika Taasisi ya 360 Climate. Jiandikishe sasa ili upate ujuzi wa vitendo kwa ajili ya ajira au kujitegemea.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/free-skills-training-transforms-lives-of-muranga-youth/,2026-07-26,General,Abaki bosi mu Murang'a County bakanogetia oborori bwiire bwokwikonyia ku 360 Climate Institute. Iraore mwaki to kora oria obokire buya bwabaki.,Dudi gi nne mar Murang'a kuom ne ok nyal gitchako modhiero maler e 360 Climate Institute. Nyuol ka gichalo chunyi no nyaka timo cholar keng' kendo nyaka timo mogik.,Dhallinyarada ku nool Degmada Murang'a waxay heli karaan tababar xirfadeed oo bilaash ah iyo hay’adda 360 Climate Institute. Isdiiwaangeli hadda si aad u hesho xirfado wax ku ool ah oo shaqo ama shaqo madax-bannaani.
EDU-00360,Education,PSA,"Teachers will receive salary increases starting July 20, following the implementation of the second phase of the Collective Bargaining Agreement.","Walimu watapokea nyongeza ya mishahara kuanzia Julai 20, kufuatia utekelezaji wa awamu ya pili ya Makubaliano ya Kampuni yenye Wafanyakazi wengi.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/teachers-set-for-salary-boost-as-government-implements-cba-phase-two/,2026-07-26,General,"Abere omokireri bokiya bendo bende gesi July 20, naki bokeria chire chenda omosera chire oria bw'ekirang'ana.","Mwalimu maduong' goyogi e mburi gi tich mar Joly 20, nyaka wuongo gi naki mar chika mwakanyo mar konyo mar chalo.","Macallimiinta ayaa heli doona koror mushahar ah laga bilaabo Luulyo 20, kadib hirgelinta saddexaad ee Heshiiska Iskaashiga."
EDU-00361,Education,PSA,"Mr. Augustine Nzuki from Tala Township Primary School will represent Kenya in a UNESCO AI training program in Shenzhen, China from July 19 to 26, 2026.","Bwana Augustine Nzuki kutoka Shule ya Msingi ya Tala Township atawakilisha Kenya katika programu ya mafunzo ya AI ya UNESCO huko Shenzhen, Uchina kuanzia Julai 19 hadi 26, 2026.",,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/tala-township-teacher-set-for-unesco-ai-training-in-china/,2026-07-26,General,"Mzee Augustine Nzuki abana Tala Township Primary School oigana Kenya bw’ogwaki itorori ya UNESCO k’eng’achi ya AI buya Shenzhen, China buya nyaki 19 kage 26, ng’enda 2026.","Mr. Augustine Nzuki kutoka Tala Township Primary School orepresent Kenya e UNESCO AI training program e Shenzhen, China kuhang' 19 ku 26, 2026.","Mudane Augustine Nzuki oo ka tirsan Dugsiga Hoose ee Tala Township ayaa Kenya u matali doona barnaamij tababarka AI ee UNESCO oo ka dhici doona Shenzhen, Shiinaha laga billaabo 19-ka ilaa 26-ka Luulyo, 2026."
EDU-00362,Education,PSA,Students who did not apply for university programs in previous years can now apply for placements through the new KUCCPS product. Visit the KUCCPS platform to apply and receive your placement letter.,Wanafunzi ambao hawakuomba nafasi za chuo kikuu katika miaka iliyopita sasa wanaweza kuomba nafasi kupitia bidhaa mpya ya KUCCPS. Tembelea jukwaa la KUCCPS kuomba na kupokea barua yako ya nafasi.,,KenyaNewsAgency_Education_Cat,https://www.kenyanews.go.ke/kuccps-revives-hopes-of-former-students-to-get-varsity-placements/,2026-07-26,General,"Abanchari baki bataraburire mabori enyuema egesogori ya yunivesity oria omoragiare, ng'eyo babonire baki ogenda biria buya ku KUCCPS. Kegendere buya ku platform ya KUCCPS kugira ugendere aborere baki na egesogori yanyu.","Kaware ka gimon'gi kuom university, nyaka konyo gima oseria to konyo sigandogo moca. Jogi KUCCPS, ng'weny gi joma konyo ngeyo sigandogo.",Ardayda aan codsan barnaamijyada jaamacadda sanadoodii hore hadda waxay codsan karaan boosaska iyada oo loo marayo alaabta cusub ee KUCCPS. Booqo madasha KUCCPS si aad u codsato oo aad u hesho warqaddaada booska.
