PSA_ID,Domain,English,Kiswahili2,Somali,Dholuo,Kiswahili,Target_Languages,Source,Date,Metadata,Date_dt,en_len,sw_len
PSA002705,disaster,All health facilities in the Rift Valley will remain closed until the rains stop.,Vituo vyote vya afya katika Bonde la Ufa vitabaki kufungwa hadi mvua itakapokoma.,Dhammaan xarumaha caafimaadka ee Rift Valley way xirnaan doonaan ilaa inta roobku joogsanayo.,,Health facilities zote katika the Rift Valley zitabaki zimefungwa mpaka the rains stop.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2025-01-10,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.021113""}",2025-01-10,81,87
PSA002706,health,The National Police Service warns against harvest their crops. Do not share your personal information.,Huduma ya Polisi ya Kitaifa inaonya dhidi ya kuvuna mazao yao. Usishiriki taarifa zako binafsi.,Adeegga Booliska Qaranka ayaa ka digaya in la goosto dalagyadooda. Ha la wadaagin macluumaadkaaga shakhsi ahaaneed.,,The National Police Service inaonya dhidi ya harvest their crops. Usifanye share your personal information.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Drought Management Authority,2025-11-23,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.021140""}",2025-11-23,102,107
PSA002707,education,Pastoralists are advised to avoid evacuation. Strict penalties await those caught sharing exam papers.,Wafugaji wanashauriwa kuepuka kuhamishwa. Adhabu kali zinawasubiri wale wanaopatikana wakishiriki karatasi za mitihani.,Xoolo-dhaqatada waxaa lagula talinayaa inay ka fogaadaan daadgureynta. Ciqaab adag ayaa sugeysa kuwa lagu qabto iyagoo wadaagaya waraaqaha imtixaanka.,,Pastoralists washauriwa kuepuka evacuation. Adhabu kali zinawasubiri wale wanaobainika wakifanya sharing exam papers.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Health,2025-01-09,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.021193""}",2025-01-09,102,117
PSA002708,governance,All coffee farmers must submit identity documents to the county government by September 15th.,Wakulima wote wa kahawa lazima wawasilishe hati za utambulisho kwa serikali ya kaunti ifikapo Septemba 15.,Dhammaan beeraleyda qaxwada waa inay dukumentiyada aqoonsiga u gudbiyaan dowladda degmada kahor Sebtembar 15keeda.,,Coffee farmers zote lazima viwasilishe identity documents kwa the county government ifikapo September 15th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2025-05-14,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.021222""}",2025-05-14,93,107
PSA002709,security,All citizens must undergo mandatory training.,Raia wote lazima wapate mafunzo ya lazima.,Dhammaan muwaadiniinta waa inay maraan tababar waajib ah.,,Citizens zote lazima zipitie training inayolazimishwa.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2024-11-16,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.021247""}",2024-11-16,45,54
PSA002710,health,The National Disaster Operations Centre warns against install safety equipment. Do not share your personal information.,Kituo cha Kitaifa cha Operesheni za Maafa kinaonya dhidi ya kusakinisha vifaa vya usalama. Usishiriki taarifa zako binafsi.,Xarunta Hawlgallada Masiibooyinka Qaranka waxay ka digaysaa rakibidda qalabka badbaadada. Ha la wadaagin macluumaadkaaga shakhsi ahaaneed.,,The National Disaster Operations Centre inaonya dhidi ya install safety equipment. Usifanye share your personal information.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2025-07-12,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.021273""}",2025-07-12,119,124
PSA002711,disaster,School administrators in flood-prone areas must register online before water levels subside.,Wasimamizi wa shule katika maeneo yanayokumbwa na mafuriko lazima wajiandikishe mtandaoni kabla ya viwango vya maji kupungua.,Maamulayaasha iskuulada ee meelaha ay daadadku u badan yihiin waa inay iska diiwaangeliyaan khadka internetka ka hor inta aysan heerarka biyuhu hoos u dhicin.,,School administrators katika flood-prone areas lazima register online kabla ya water levels subside.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Education,2026-05-18,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.021304""}",2026-05-18,92,100
PSA002712,education,All citizens must boil drinking water before September 15th.,Raia wote lazima wachemshe maji ya kunywa kabla ya Septemba 15.,Dhammaan muwaadiniinta waa inay karkariyaan biyaha la cabbo ka hor Sebtembar 15.,,Citizens wote lazima boil drinking water kabla ya September 15th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Social Health Authority,2025-02-21,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021330""}",2025-02-21,60,65
PSA002713,security,All citizens are advised to observe the 60km/h until further notice.,Raia wote wanashauriwa kufuata mwendo wa kilomita 60 kwa saa hadi taarifa zaidi itakapotolewa.,Dhammaan muwaadiniinta waxaa lagula talinayaa inay ilaaliyaan xawaaraha 60km/saacaddii ilaa amar dambe.,,Citizens wote washauriwa kuzingatia 60km/h hadi tangazo jipya.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Social Health Authority,2024-03-02,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021354""}",2024-03-02,68,62
PSA002714,security,Fishermen are warned against harvesting on WhatsApp groups.,Wavuvi wameonywa dhidi ya uvunaji kwenye vikundi vya WhatsApp.,Kalluumeysatada waxaa looga digayaa inay ka goostaan ​​kooxaha WhatsApp-ka.,,Fishermen wameonywa dhidi ya harvesting kwenye WhatsApp groups.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Revenue Authority,2024-12-05,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021380""}",2024-12-05,59,63
PSA002715,education,Teachers are reminded that the deadline for voter registration is extended to September 15th.,Walimu wanakumbushwa kwamba tarehe ya mwisho ya usajili wa wapiga kura imeongezwa hadi Septemba 15.,Macallimiinta waxaa la xasuusinayaa in waqtiga kama dambaysta ah ee diiwaangelinta codbixiyeyaasha la dheereeyay ilaa Sebtembar 15.,,Teachers wamekumbushwa kwamba tarehe ya mwisho ya voter registration imeongezwa hadi September 15th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2026-02-03,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.021406""}",2026-02-03,93,100
PSA002716,security,SECURITY ALERT: Avoid the Coastal region due to security operations.,TAHADHARI YA USALAMA: Epuka eneo la Pwani kutokana na shughuli za usalama.,DIGNIIN AMNIGA: Ka fogow gobolka Xeebta sababo la xiriira hawlgallada amniga.,,TAHADHARI YA USALAMA: Epuka the Coastal region kutokana na security operations.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2024-01-19,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021431""}",2024-01-19,68,79
PSA002717,agriculture,Students are reminded to register for early warning system at the county education office.,Wanafunzi wanakumbushwa kujiandikisha kwa ajili ya mfumo wa tahadhari ya mapema katika ofisi ya elimu ya kaunti.,Ardayda waxaa la xasuusinayaa inay iska diiwaan geliyaan nidaamka digniinta hore ee xafiiska waxbarashada ee degmada.,,Students wamekumbushwa kujisajili kwa early warning system kwenye the county education office.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Revenue Authority,2024-08-09,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021457""}",2024-08-09,90,94
PSA002718,governance,The County Government reminds healthcare workers to harvest their crops via SMS.,Serikali ya Kaunti inawakumbusha wafanyakazi wa afya kuvuna mazao yao kupitia SMS.,Dowladda Gobolku waxay shaqaalaha daryeelka caafimaadka xasuusinaysaa inay dalagooda ku goostaan ​​SMS.,,The County Government inawakumbusha healthcare workers kufanya harvest their crops kupitia SMS.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Social Health Authority,2025-11-26,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021484""}",2025-11-26,80,95
PSA002719,education,The Kenya Revenue Authority urges all motorists to complete registration by dawn daily.,Mamlaka ya Mapato ya Kenya inawahimiza madereva wote kukamilisha usajili ifikapo alfajiri kila siku.,Hay'adda Dakhliga Kenya waxay ku boorinaysaa dhammaan darawallada inay dhammaystiraan diiwaangelinta subaxdii maalin kasta.,,The Kenya Revenue Authority inawahimiza motorists wote kufanya complete registration ifikapo saa dawn kila siku.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Drought Management Authority,2025-10-09,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.021512""}",2025-10-09,87,112
PSA002720,health,The public is advised to update their records for diarrhea symptoms.,Umma unashauriwa kusasisha rekodi zao kwa dalili za kuhara.,Dadweynaha waxaa lagula talinayaa inay cusbooneysiiyaan diiwaankooda calaamadaha shubanka.,,Umma unashauriwa kufanya update their records kwa dalili za diarrhea.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2024-05-22,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021537""}",2024-05-22,68,69
PSA002721,agriculture,The Ministry of Education advises taxpayers to install safety equipment this season.,Wizara ya Elimu inawashauri walipa kodi kufunga vifaa vya usalama msimu huu.,Wasaaradda waxbarashadu waxay kula talinaysaa canshuur bixiyayaasha inay rakibaan qalabka badbaadada xilligan.,,The Ministry of Education inashauri taxpayers kufanya install safety equipment msimu huu.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Revenue Authority,2024-07-19,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021564""}",2024-07-19,84,89
PSA002722,agriculture,"The Ministry of Agriculture announces tea prices at KSh 1,700 per kilo.","Wizara ya Kilimo yatangaza bei ya chai kwa KSh 1,700 kwa kilo.","Wasaaradda Beeraha ayaa ku dhawaaqday qiimaha shaaha KSh 1,700 kiilokiiba.",,"The Ministry of Agriculture inatangaza bei za tea kwa KSh 1,700 kwa kilo.","{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Health,2024-12-17,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.021595""}",2024-12-17,71,73
PSA002723,agriculture,The Office of the Auditor General bans vaccination from unauthorized vendors.,Ofisi ya Mkaguzi Mkuu wa Hesabu za Serikali inapiga marufuku chanjo kutoka kwa wachuuzi wasioidhinishwa.,Xafiiska Hantidhawrka Guud wuxuu mamnuucayaa tallaalka laga qaado iibiyayaasha aan la fasaxin.,,The Office of the Auditor General inakataza vaccination kutoka unauthorized vendors.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Revenue Authority,2024-06-08,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021622""}",2024-06-08,77,84
PSA002724,education,"Pastoralists are reminded that the deadline for screening is extended to January 8th, 2026.","Wafugaji wanakumbushwa kwamba tarehe ya mwisho ya uchunguzi imeongezwa hadi Januari 8, 2026.","Xoolo dhaqatada waxaa la xasuusinayaa in waqtiga kama dambaysta ah ee baaritaanka la kordhin doono ilaa Janaayo 8, 2026.",,"Pastoralists wamekumbushwa kwamba tarehe ya mwisho ya screening imeongezwa hadi January 8th, 2026.","{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2026-06-11,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.021648""}",2026-06-11,91,98
PSA002725,governance,The County Government reminds travelers to report suspicious activity before July 1st.,Serikali ya Kaunti inawakumbusha wasafiri kuripoti shughuli zinazotiliwa shaka kabla ya Julai 1.,Dowladda Gobolku waxay xasuusinaysaa dadka safarka ah inay soo sheegaan dhaqdhaqaaqyo laga shakiyo ka hor 1-da Luulyo.,,The County Government inawakumbusha travelers kufanya report suspicious activity kabla ya July 1st.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2026-05-27,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.021675""}",2026-05-27,86,99
PSA002726,agriculture,The National Transport and Safety Authority bans inspection from floodwaters.,Mamlaka ya Kitaifa ya Uchukuzi na Usalama yapiga marufuku ukaguzi kutoka kwa maji ya mafuriko.,Hay'adda Qaranka ee Gaadiidka iyo Badbaadada ayaa mamnuucday kormeerka biyaha daadadka.,,The National Transport and Safety Authority inakataza inspection kutoka floodwaters.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2026-03-08,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.021701""}",2026-03-08,77,84
PSA002727,governance,The National Police Service announces distribution in all Marsabit.,Huduma ya Kitaifa ya Polisi yatangaza usambazaji katika Marsabit yote.,Adeegga Booliska Qaranka ayaa ku dhawaaqay in lagu qaybiyay dhammaan Marsabit.,,The National Police Service inatangaza distribution katika Marsabit zote.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Revenue Authority,2024-11-18,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.021727""}",2024-11-18,67,73
PSA002728,education,The National Transport and Safety Authority directs all universities to implement the new competency-based curriculum starting month.,Mamlaka ya Kitaifa ya Uchukuzi na Usalama inaelekeza vyuo vikuu vyote kutekeleza mtaala mpya unaozingatia ujuzi kuanzia mwezi huu.,Hay'adda Qaranka ee Gaadiidka iyo Badbaadada ayaa faray dhammaan jaamacadaha inay hirgeliyaan manhajka cusub ee ku salaysan kartida bisha bilowga ah.,,The National Transport and Safety Authority inaagiza universities zote kutekeleza the new competency-based curriculum kuanzia month.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2025-12-09,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.021758""}",2025-12-09,133,132
PSA002729,education,The Ministry of Education urges all citizens to complete registration by 9:00 PM daily.,Wizara ya Elimu inawasihi raia wote kukamilisha usajili ifikapo saa 3:00 PM kila siku.,Wasaaradda waxbarashadu waxay ku boorinaysaa dhammaan muwaadiniinta inay dhammaystiraan diiwaangelinta 9:00 PM maalin kasta.,,The Ministry of Education inawahimiza citizens wote kufanya complete registration ifikapo saa 9:00 PM kila siku.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Drought Management Authority,2024-02-24,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.021785""}",2024-02-24,87,112
PSA002730,security,The Ethics and Anti-Corruption Commission urges residents to remain vigilant and report voter registration to the nearest health facility.,Tume ya Maadili na Kupambana na Rushwa inawasihi wakazi kuendelea kuwa macho na kuripoti usajili wa wapiga kura katika kituo cha afya kilicho karibu.,Guddiga Anshaxa iyo La-dagaallanka Musuqmaasuqa ayaa ku boorriyay dadka deegaanka inay feejignaadaan oo ay diiwaangelin codbixiyeyaasha u soo sheegaan xarunta caafimaadka ee ugu dhow.,,The Ethics and Anti-Corruption Commission inawahimiza residents kuwa macho na kuripoti voter registration kwenye the nearest health facility.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Social Health Authority,2026-01-16,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021819""}",2026-01-16,138,141
PSA002731,governance,Healthcare workers are advised to install safety equipment within the next 14 days.,Wafanyakazi wa afya wanashauriwa kufunga vifaa vya usalama ndani ya siku 14 zijazo.,Shaqaalaha daryeelka caafimaadka waxaa lagula talinayaa inay rakibaan qalabka badbaadada 14-ka maalmood ee soo socda.,,Healthcare workers washauriwa kufanya install safety equipment ndani ya the next 14 days.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2025-01-17,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.021845""}",2025-01-17,83,89
PSA002732,education,Fishermen are reminded that the deadline for assessment is extended to March 15th.,Wavuvi wanakumbushwa kwamba tarehe ya mwisho ya tathmini imeongezwa hadi Machi 15.,Kalluumeysatada waxaa la xasuusinayaa in waqtiga kama dambaysta ah ee qiimeynta la kordhin doono ilaa Maarso 15.,,Fishermen wamekumbushwa kwamba tarehe ya mwisho ya assessment imeongezwa hadi March 15th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Disaster Operations Centre,2025-03-26,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:06.021870""}",2025-03-26,82,89
PSA002733,agriculture,All taxpayers must secure their properties to Kilifi before 6:00 PM daily.,Walipa kodi wote lazima wahakikishe mali zao hadi Kilifi kabla ya saa 6:00 jioni kila siku.,Dhammaan canshuur bixiyeyaasha waa inay hantidooda ku sugaan Kilifi ka hor 6:00 PM maalin kasta.,,Taxpayers wote lazima secure their properties kwenye Kilifi kabla ya saa 6:00 PM kila siku.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Drought Management Authority,2024-05-24,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:06.021898""}",2024-05-24,74,91
PSA002734,agriculture,All motorists must register online to Nairobi before dusk daily.,Madereva wote lazima wajiandikishe mtandaoni hadi Nairobi kabla ya jioni kila siku.,Dhammaan darawallada waa inay iska diiwaan geliyaan internetka Nairobi ka hor qorrax dhaca maalin kasta.,,Motorists wote lazima register online kwenye Nairobi kabla ya saa dusk kila siku.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2024-05-29,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.021929""}",2024-05-29,64,81
PSA002735,disaster,The Teachers Service Commission announces cash transfers to all displaced families in the Coastal region.,Tume ya Huduma kwa Walimu yatangaza uhamishaji wa pesa taslimu kwa familia zote zilizohamishwa katika eneo la Pwani.,Guddiga Adeegga Macallimiinta ayaa ku dhawaaqay lacago loogu wareejinayo dhammaan qoysaska barakacay ee ku nool gobolka Xeebta.,,The Teachers Service Commission inatangaza cash transfers kwa displaced families wote katika the Coastal region.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2024-05-20,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.021959""}",2024-05-20,105,112
PSA002736,health,NOTICE: All Western Kenya must report further notice within 30 days.,TAARIFA: Kenya yote ya Magharibi lazima iripoti taarifa zaidi ndani ya siku 30.,OGAYSIIS: Dhammaan Galbeedka Kenya waa inay soo sheegaan ogeysiis dheeraad ah 30 maalmood gudahood.,,ILANI: Western Kenya zote lazima zirejeleze further notice ndani ya 30 days.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2024-12-29,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:06.021986""}",2024-12-29,68,76
PSA002737,security,URGENT: All clinics in Kisumu must attend training by noon today due to rising water levels.,HARAKA: Kliniki zote mjini Kisumu lazima zihudhurie mafunzo ifikapo saa sita mchana leo kutokana na kuongezeka kwa viwango vya maji.,DEGDEG AH: Dhammaan xarumaha caafimaadka ee Kisumu waa inay maanta ka soo qayb galaan tababarka duhurkii sababtoo ah heerarka biyaha oo kor u kacaya.,,HARAKA: clinics zote katika Kisumu lazima attend training ifikapo saa noon leo kutokana na rising water levels.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2026-02-03,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.022016""}",2026-02-03,92,111
PSA002738,disaster,All county officials are warned against assessment. Use authorized vendors where available.,Maafisa wote wa kaunti wanaonywa dhidi ya tathmini. Tumia wachuuzi walioidhinishwa inapopatikana.,Dhammaan mas'uuliyiinta degmada waxaa looga digayaa qiimeynta. Isticmaal iibiyeyaasha la oggol yahay marka ay diyaar yihiin.,,County officials wote wameonywa dhidi ya assessment. Tumia authorized vendors zilizopo.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Health,2025-09-29,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.022043""}",2025-09-29,91,87
PSA002739,security,The Ministry of Agriculture urges livestock farmers to remain vigilant and report screening to Marsabit.,Wizara ya Kilimo inawasihi wafugaji waendelee kuwa macho na kuripoti uchunguzi kwa Marsabit.,Wasaaradda Beeraha ayaa ku boorrisay beeralayda xoolaha inay feejignaadaan oo ay soo sheegaan baaritaanka Marsabit.,,The Ministry of Agriculture inawahimiza livestock farmers kuwa macho na kuripoti screening kwenye Marsabit.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Health,2025-12-29,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:06.022070""}",2025-12-29,104,107
