PSA_Id,Domain,Class,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
251,Agriculture,PSA,Attention coffee farmers: The Nairobi Coffee Exchange is implementing new regulations affecting coffee sales. Ensure you are familiar with the Coffee General Regulations 2019 and the Capital Markets Coffee Exchange Regulations 2020.,Taarifa kwa wakulima wa kahawa: Soko la Kahawa la Nairobi linaanzisha kanuni mpya zinazohusu mauzo ya kahawa. Hakikisha unajua kuhusu Kanuni za Kahawa za 2019 na Kanuni za Soko la Mitaji la Kahawa za 2020.,Abagorogori b’ekahawa: Nairobi Coffee Exchange ikorere omogenda omokiri omokegani bw'oseki buseki bwa kahawa. Naki naki naki oegera orokere bwenye bw’ekihiga kia Kahawa 2019 na Capital Markets Coffee Exchange Regulations 2020.,Nyasaye jaluo gi: Nairobi Coffee Exchange oseti ng'ato maler kuom njia owang' ni ochak monego. Nyathina unyalo ng'eyo mar Coffee General Regulations 2019 kod Capital Markets Coffee Exchange Regulations 2020.,Digniinta beeraleyda qaxwaha: Suuqyada Qaxwaha Nairobi waxay hirgelineysaa xeerar cusub oo saameynaya iibka qaxwaha. Hubi inaad taqaan xeerarka Guud ee Qaxwaha 2019 iyo Xeerarka Suuqyada Maaliyadeed ee Qaxwaha 2020.,https://kilimonews.co.ke/agriculture-policy/meet-the-lady-incharge-of-selling-your-coffee/,2026-07-14,scraped:Kilimo News - Policy
252,Agriculture,PSA,"Farmers in Tanzania can now access subsidized fertilizer more easily, thanks to the new distribution vehicles introduced by the Tanzania Fertilizer Company.","Wakulima nchini Tanzania sasa wanaweza kupata mbolea iliyo na ruzuku kwa urahisi zaidi, gracias a magari mapya ya usambazaji yaliyoanzishwa na Kampuni ya Mbolea ya Tanzania.","Abakire bwakinyaki mu Tanzania bokire okogenda bwere nakiya, naki bware buya oreteke bwaki buya itikia obwakire bwogendani buya bwa Tanzania Fertilizer Company.","Jokulu gi Tanzania naki otieno tem amaru, bura gi tije mago nyaka, kendo wacho e yo mar tije mar Tanzania Fertilizer Company.","Beeraleyda Tanzania waxay hadda si fudud u heli karaan bacriminta la dhimay, kaddib markii Guddiga Bacriminta Tanzania uu soo kordhiyay gaadiidka qaybin cusub.",https://kilimonews.co.ke/agriculture-policy/tanzania-fertilizer-company-tasked-to-distribute-subsidized-fertilizer/,2026-07-14,scraped:Kilimo News - Policy
253,Agriculture,PSA,The Horticulture Council of Eastern Africa (HoCEA) has been established to tackle challenges in the horticulture sector. Stakeholders are encouraged to engage with the council for solutions.,Baraza la Kilimo cha Bustani la Afrika Mashariki (HoCEA) limeanzishwa kukabiliana na changamoto katika sekta ya kilimo cha bustani. Washikadau wanahimizwa kuwasiliana na baraza kwa suluhisho.,Abagori b’amatigori b’Emekiori ya Afrika (HoCEA) bataniorera kurokia obwaki mu gisiigani. Abaki banu bakorera bataraku omogori omokiri b’oshinani bwanake.,Horticulture Council of Eastern Africa (HoCEA) nochiko e yo chike mag horticulture. Wan gi tinde nyalo yore kendo iwuok e council no to nyasaye.,Guddiga Beerta Bariga Afrika (HoCEA) ayaa la aas aasay si loola tacaalo caqabadaha ka jira qeybta beerta. Dadka ku lugta leh waxaa lagu dhiirigelinayaa inay la xiriiraan guddiga si xal loogu helo.,https://kilimonews.co.ke/agriculture-policy/horticulture-council-of-eastern-africa-hocea-established-to-address-regional-challenges/,2026-07-14,scraped:Kilimo News - Policy
254,Agriculture,PSA,Farmers in Uasin Gishu are encouraged to utilize the new warehouse receipt system to improve produce storage and market access.,Wakulima katika Uasin Gishu wanahimizwa kutumia mfumo mpya wa risiti za ghala ili kuboresha uhifadhi wa mazao na ufikiaji wa soko.,Abakoro baki Uasin Gishu baria omogori okore bwanogoti bwaki bwai bwanogoti ore abera bwaki naki omokiri bwaki bwanogori.,Aboro ma Uasin Gishu wiyere kuom weche maber ka ng'ato adoko nyaka timbe kende gi kelo mag produce e wacho mar nyalo.,Farmer-yaasha Uasin Gishu waxaa lagu dhiirigelinayaa inay isticmaalaan nidaamka rasiidka kaydka cusub si ay u hagaajiyaan kaydinta wax soo saarka iyo helitaanka suuq.,https://kilimonews.co.ke/agriculture-policy/farmers-urged-to-embrace-the-warehouse-receipt-system/,2026-07-14,scraped:Kilimo News - Policy
255,Agriculture,PSA,"Zambian cotton farmers can now access the Harmonized Cotton Extension Manual, which provides standardized guidelines and practices to enhance productivity and sustainability.","Wakulima wa pamba nchini Zambia sasa wanaweza kupata Mwongozo wa Kupanua Pamba ulio Sawa, ambao unatoa miongozo na mbinu za kawaida za kuboresha uzalishaji na uendelevu.","Abakire ba cotton ba Zambiya bangaabia omokirori ogwe Harmonized Cotton Extension Manual, ogwakiere obwakire naki naki buya bulia bwokora omokirori naki banzire.","Wang' ni ang'wen magi Zambian nyaka wacho mar Harmonized Cotton Extension Manual, mauch oter wacho ni chike mag timo kanyo kod thum.","Farmers-ka suufka ee Zambia hadda waxay heli karaan Buugga Tilmaamaha Isku-dhafan ee Suufka, kaas oo bixiya tilmaamo iyo habraac heerar ah si loo kordhiyo wax-soo-saarka iyo waaraanshaha.",https://kilimonews.co.ke/agriculture-policy/zambia-cotton-farmers-to-benefit-from-extension-manual/,2026-07-14,scraped:Kilimo News - Policy
256,Agriculture,PSA,"The Sugar Act, 2024 is now active; it regulates the sugar industry and establishes the Kenya Sugar Board and Kenya Sugar Research and Training Institute. Transition processes for staff are in place.","Sheria ya Sukari, 2024 sasa inafanya kazi; inasimamia sekta ya sukari na kuanzisha Bodi ya Sukari ya Kenya na Taasisi ya Utafiti na Mafunzo ya Sukari ya Kenya. Mchakato wa mpito kwa wafanyakazi umekwa tayari.","Shughuli ya Sukari, 2024 ikwenda. Inasimamia sekta ya sukari na kuanzisha Bodi ya Sukari ya Kenya na Taasisi ya Utafiti na Mafunzo ya Sukari ya Kenya. Mchakato wa uhamaji wa wafanyakazi upo.","Kaa ya Sukari, 2024 omiye mondo oket; inabed yo chiegni sukari kendo inyal Kenya Sugar Board kod Kenya Sugar Research and Training Institute. Kanying' ka gi tich no ni tikore.","Sharciga Sukarada, 2024 ayaa hadda dhaqan gal ah; waxa uu nidaamiyaa warshadaha sonkorta waxaana uu aas-aasayaa Golaha Sukarada Kenya iyo Machadka Cilmi-baarista iyo Tababarka Sukarada Kenya. Habraacyada isbedelka shaqaalaha ayaa diyaar ah.",https://kilimonews.co.ke/agriculture-policy/the-sugar-act-2024-commences/,2026-07-14,scraped:Kilimo News - Policy
257,Agriculture,PSA,The government is committed to reforming the coffee sector through new policies and legislation. Stakeholders should stay informed about upcoming changes in governance and production initiatives.,Serikali imejiandaa kuboresha sekta ya kahawa kupitia sera na sheria mpya. Wajitolea wanapaswa kubaki na habari kuhusu mabadiliko yatakayokuja katika utawala na mipango ya uzalishaji.,Omosome oseria oria bunde bwokigori bwose omokigori. Omosome bwebanagaki ochaki ogenda oria omobori oro oseriani buya.,Chuo mar quaro gi lweny ni serikali iweyo kosi e piny gi ng'ato mar nyamaka. Makiw marceng' kode kethi gi jomoko ma okel gi chalo duto mag piny gi podo.,Dowladdu waxay ka go'an tahay in ay dib u habeyn ku sameyso qaybta kafee iyada oo la raacayo siyaasado iyo sharciyo cusub. Madaxda danaha leh waa in ay la socodsiiyaan isbedelada soo socda ee maamul iyo dhismaha.,https://kilimonews.co.ke/agriculture-policy/decreased-production-and-weak-cooperative-governance-among-challenges-facing-the-coffee-sector-in-kenya/,2026-07-14,scraped:Kilimo News - Policy
258,Agriculture,PSA,Attention women in the livestock trade: Seek financial literacy training and customized advisory services to improve access to credit and resources. Expand your business and overcome gender-based barriers.,Tafadhali wanawake katika biashara ya mifugo: Tafuteni mafunzo ya ufahamu wa kifedha na huduma za ushauri zilizobinafsishwa ili kuboresha upatikanaji wa mikopo na rasilimali. Panua biashara yenu na kushinda vikwazo vya kijinsia.,Makiya omogombare buya abaki: Nakiere ogetari bwaki bwekirori nakiya omogong'eri buya buya bwaki buya bwogotirwe naki bwakire omokiriri naki amaki. Nakiere ogendete bwaki naki omorori buya bwaki bwombokire bwakere.,"Pinyuru ng'wech gi walos: Wacho rabuon mar buok dongo e piny ma ineno, kendo yiengi chike mar chieg. Ng'eyo buok gi weche, kendo ginyalo timo malong' gi bari mar ng'ato wacho.",Dhammaan dumarka ka shaqeeya ganacsiga xoolaha: Raadi tababarka aqoonta maaliyadeed iyo adeegyo talo bixin oo habaysan si aad u hagaajisaan helitaanka amaahda iyo kheyraadka. Ballaarso ganacsigiina oo ka adkaada caqabadaha ku saleysan jinsiga.,https://kilimonews.co.ke/agriculture-policy/how-continental-platform-is-addressing-gender-based-barriers-in-livestock-trade/,2026-07-14,scraped:Kilimo News - Policy
259,Agriculture,PSA,"Farmers and agribusiness stakeholders are encouraged to invest in Africa, as Tanzania achieves 128% food self-sufficiency and begins exporting surplus.","Wakulima na wadau wa biashara ya kilimo wanahimizwa kuwekeza barani Afrika, kwani Tanzania imefikia asilimia 128 ya kujitoshereza kwa chakula na inaanza kuuza ziada.","Abakire buya n'abashanga b'egira bamenyete kutora mu Afrika, buya Tanzania ikirukire 128% omogaka okwendo ogw'ekaria n'otokire owang'ene.","Kikundi magendo kod jodong' e dalusi keth, kendo jochik gi buok piny, ne Tanzania onyalo nui 128% e kople mag piny kendo odhi gi nyisogi.","Farmers iyo dadka kale ee ku lug leh ganacsiga beeraha waxaa lagula talinayaa in ay maalgashadaan Afrika, maadaama Tanzania ay gaartay 128% iskiil-cunsiyeyno oo ay bilaawday in ay dhoobato ka dhoobato dheeraadka ah.",https://kilimonews.co.ke/agriculture-policy/tanzania-marks-agricultural-achievement-as-african-development-bank-urges-for-investment-in-africa/,2026-07-14,scraped:Kilimo News - Policy
260,Agriculture,PSA,Farmers and agribusiness stakeholders are encouraged to assess and improve transportation systems to reduce food loss and minimize waste.,Wakulima na wadau wa biashara ya kilimo wanahimizwa kutathmini na kuboresha mifumo ya usafiri ili kupunguza upotevu wa chakula na kupunguza waste.,Abagere na abashimari bakiibori bataraki bwakwete buya buya bwakiiga na bwakiibori kosi bwakiokera buya na bwakiikira bwakiomboti.,Bajaja kod bu chech ikwete timbe mar transport ka tigi koneso makelo mag nyasi kagi gi nyakwang' mar duto.,Beeraleyda iyo saamileyaasha ganacsiga beeraha waxaa lagu dhiirrigelinayaa inay qiimeeyaan oo horumariyaan nidaamyada gaadiidka si loo yareeyo khasaaraha cuntada iyo loo xakameeyo qashinka.,https://kilimonews.co.ke/agriculture-policy/checking-on-transportation-systems-to-reduce-food-loss/,2026-07-14,scraped:Kilimo News - Policy
261,Agriculture,PSA,Farmers and coffee producers are encouraged to engage with KEPROBA and AFA for support and training in expanding and diversifying coffee exports.,Wakulima na wazalishaji wa kahawa wanahimizwa kuwasiliana na KEPROBA na AFA kwa msaada na mafunzo ya kutanua na diversifai mauzo ya kahawa.,Abaguri hamwe na abakereria ikawa barashikwa kuhakanya na KEPROBA na AFA kugira bahwanyane na omogori buya naki naki mosi obwakubaga ichenga naki obukuirania bw’ikawa.,"Ababi nigi kuom kuom KEPROBA mar AFA, obedi kuom konyo mag ng'ato kendo gi pier ariyo kuom wach buya gi oleko mar konyo gi piny.",Beeraleyda iyo soo saareyaasha kafee waxaa lagu dhiirigelinayaa inay la xiriiraan KEPROBA iyo AFA si ay u helaan taageero iyo tababar ku saabsan ballaarinta iyo kala duwanaanta dhoofinta kafee.,https://kilimonews.co.ke/agriculture-policy/keproba-afa-sign-a-collaboration-agreement-to-promote-kenyas-coffee-exports/,2026-07-14,scraped:Kilimo News - Policy
262,Agriculture,PSA,COMESA has finalized new Sanitary and Phytosanitary (SPS) regulations to improve trade in food and agricultural products among Member States. Stay informed on the upcoming approval process.,COMESA imekamilisha kanuni mpya za Usanifu na Utafiti wa Mimea (SPS) kuboresha biashara ya chakula na mazao kati ya Nchi Wanachama. Kuwa na taarifa kuhusu mchakato wa idhini utakaofuatia.,COMESA omoketete ogokore omogenda na Omoshikagano buya (SPS) oria atigire omogende buya mu buya bw’onyaki na bw’ogenda bwenyenye. Omochokere buya omokore oria osokire kutiringana.,COMESA omiye piny gi ng'ato mar Sanitary and Phytosanitary (SPS) ma okonyo konyo joma nyalowa gi chakre gi dhako among boma mamoko. Nindogi kuom ng'ato mar inyal me kech kuon konyo.,COMESA waxay dhammaystirtay xeerar cusub oo Sanitary and Phytosanitary (SPS) ah si loo hagaajiyo ganacsiga cuntooyinka iyo alaabada beeraaha ee Dowladaha Xubnaha. La soco habka ansixin ee soo socda.,https://kilimonews.co.ke/agriculture-policy/comesa-finalizes-revision-of-sps-regulations-strategy-and-implementation-plans/,2026-07-14,scraped:Kilimo News - Policy
263,Agriculture,PSA,The Comesa Competition Commission is taking measures to protect farmers from anti-competitive practices that arise from company mergers in the agriculture sector.,Tume ya Ushindani ya COMESA inachukua hatua kuwalinda wakulima dhidi ya tabia zisizo za ushindani zinazotokana na muungano wa kampuni katika sekta ya kilimo.,Komisheni ya Ushindani ya Comesa inachukua hatua kulinda wakulima kutokana na tabia zisizo za ushindani zinazotokea kutokana na muungano wa kampuni katika sekta ya kilimo.,Komishini ya Makiwongo ya COMESA nongo timo manyien gi jaluo mag konyo ng'ato mar konyo ni e chunya matendo ma konyo jaluo bende e sekta mar inyo.,Guddiga Tartanka Comesa waxay qaadayaa tallaabooyin si ay u ilaaliso beeraleyda ka hortagga dhaqanada aan tartanka ahayn ee ka dhasha is-dhexgalka shirkadaha ee qaybta agriculture-ka.,https://kilimonews.co.ke/agriculture-policy/comesa-competition-commission-moves-to-protect-farmers-from-anti-competitive-practices/,2026-07-14,scraped:Kilimo News - Policy
264,Agriculture,PSA,"New members appointed to the Board of Directors of New Kenya Co-operative Creameries Limited are Ndemo Nyachae, Dr. Rawlynce Bett, Naisula Keko, and Sarah Keino, effective August 6, 2024.","Wajumbe wapya wamewekwa katika Bodi ya Wakurugenzi wa New Kenya Co-operative Creameries Limited ni Ndemo Nyachae, Dkt. Rawlynce Bett, Naisula Keko, na Sarah Keino, kuanzia Agosti 6, 2024.","Abaki bantarenda bano naki boroya bosi bwaki New Kenya Co-operative Creameries Limited ni Ndemo Nyachae, Dr. Rawlynce Bett, Naisula Keko, na Sarah Keino, obwakire bw' August 6, 2024.","Nyang' awach koro kuom Board of Directors mar New Kenya Co-operative Creameries Limited ne Ndemo Nyachae, Dr. Rawlynce Bett, Naisula Keko, gi Sarah Keino, en gieny 6, 2024.","Xubno cusub ayaa loo magacaabay Golaha Maamulka ee New Kenya Co-operative Creameries Limited, kuwaas oo ah Ndemo Nyachae, Dr. Rawlynce Bett, Naisula Keko, iyo Sarah Keino, taas oo dhaqan galaysa 6-da Agoosto, 2024.",https://kilimonews.co.ke/agriculture-policy/ruto-fires-four-new-kcc-board-members-and-appoints-others/,2026-07-14,scraped:Kilimo News - Policy
265,Agriculture,PSA,The nomination of Dr. Andrew Mwihia Karanja as Cabinet Secretary for the Ministry of Agriculture has been endorsed by various agricultural organizations.,Uteuzi wa Dkt. Andrew Mwihia Karanja kama Waziri wa Wizara ya Kilimo umepokewa na mashirika mbalimbali ya kilimo.,Ogotogetia Dr. Andrew Mwihia Karanja enyi Cabinet Secretary waki Ministry of Agriculture omokire buya oriarankio buya omogaka.,Nominations mar Dr. Andrew Mwihia Karanja ni dako okang' kanyakla mar Ministry of Agriculture kendo ng'ato manono mar joma agri.,Dr. Andrew Mwihia Karanja ayaa lagu taageeray in loo magacaabo Xoghayaha Golaha Wasiirada ee Wasaaradda Beeraha hay'ado beereed kala duwan.,https://kilimonews.co.ke/agriculture-policy/klpa-and-kefaas-endorse-agriculture-cs-nominee/,2026-07-14,scraped:Kilimo News - Policy
266,Agriculture,PSA,Farmers are urged to properly dispose of empty pesticide containers to prevent health hazards. Participate in training sessions organized by aak-GROW for safe disposal methods.,Wakulima wanahimizwa kutupa vizuri vyombo vya wadudu vilivyo tupu ili kuzuia hatari za kiafya. Shiriki katika mafunzo yanayopangwa na aak-GROW kuhusu mbinu salama za kutupa.,Abakorei batoranigwa otwaki bware buya bukora obwakireri oburaganye buya bware buya tosha naki ogokora. Menwete mu masomo abainyi akaa-GROW abe iboya ibwaki bware buya.,Dala tede kuom manyien mar piny e konye gi kotek to ok dongo joma. Piny gi aak-GROW kuom timbe ma otumie manyien gi chike mar konye ohala.,Beeralayda waxaa lagu boorinayaa inay si sax ah u tuuraan weelasha sunta ah ee banaan si looga hortago khatar caafimaad. Ka qayb qaado tababarrada ay qabanqaabiso aak-GROW ee hababka amaaniga ah ee tuurista.,https://kilimonews.co.ke/agriculture-policy/industry-moves-to-avert-hazards-posed-by-empty-pesticide-containers/,2026-07-14,scraped:Kilimo News - Policy
267,Agriculture,PSA,Farmers and agribusiness stakeholders should note that Dr. Andrew Mwihia Karanja has been nominated as the new Cabinet Secretary for Agriculture and Livestock Development.,Wakulima na wadau wa kilimo wanapaswa kutambua kuwa Dkt. Andrew Mwihia Karanja ameteuliwa kuwa Waziri Mpya wa Kilimo na Maendeleo ya Mifugo.,"Abakiri naki banlage baki kuboka, Dr. Andrew Mwihia Karanja naki ahaki anagwanire omokiri mukuru omokiri for Agriculture and Livestock Development.","Bendruok gi kwang' konyo, Dr. Andrew Mwihia Karanja en konyo mar jopiny ma okonyo e nyim tich mar Ngeyo gi Ndiri.",Dhalinyarada beeralayda iyo ganacsatada beeraha waxay ogaan doonaan in Dr. Andrew Mwihia Karanja loo magacaabay Xoghayaha cusub ee Wasaaradda Beeraha iyo Horumarinta Xoolaha.,https://kilimonews.co.ke/agriculture-policy/profile-of-the-new-agriculture-cs-nominee-dr-andrew-mwihia-karanja-phd/,2026-07-14,scraped:Kilimo News - Policy
268,Agriculture,PSA,Narok County has provided 10 motorcycles to extension officers in designated wards to enhance agricultural services. Farmers in these areas will benefit from improved access to extension support.,Kaunti ya Narok imetoa pikipiki 10 kwa maafisa wa ugani katika maeneo maalum ili kuboresha huduma za kilimo. Wakulima katika maeneo haya watanufaika na upatikanaji bora wa msaada wa ugani.,Narok County yakiogoria baiskeli 10 buokire buhenye muoragani bwakibori bwogikosi bosi bujakenye emoyonene y’obururi. Abagikosi bu buoragani bonyanaga bungi bujoge obwoiyaki bwi emoyonene bwokibori.,Narok County atiyo 10 maloch to ema nyal piny gi ochan makende e wadi mopriyo mokwongo kendo ineno pinje konyo mar kembar. Masinde e kende herebore nahin goyo konyo makende.,Degmada Narok waxay siisay 10 mootooyin shaqaalaha kordhinta ee ku xusan aagagga si loo xoojiyo adeegyada beeralayda. Beeralayda ku nool gobolladan ayaa ka faaiidaysan doona helitaanka taageero kordhin oo wanaagsan.,https://kilimonews.co.ke/agriculture-policy/narok-issues-motorcycles-to-extension-officers/,2026-07-14,scraped:Kilimo News - Policy
269,Agriculture,PSA,Farmers are encouraged to manage debts for inputs like fertilizer and pesticides responsibly to boost production and ensure timely repayments.,Wakulima wanahimizwa kusimamia madeni ya pembejeo kama mbolea na dawa za kuua wadudu kwa njia ya uwajibikaji ili kuongeza uzalishaji na kuhakikisha malipo yanatolewa kwa wakati.,"Abaki bendi obaki nakiya bosi bw'ageraki na funguo buya buya, oria nakiya bosi bw'ageraki nakiya bosi bw'ereyaki, omogenda bw'osoko bw'aki.",Gik malo ka oganda miyo dhiego ka pod ng'ato ka joma koro kagi mwaka kuom piny to golo chako gi ng'ato marach.,Beeraleyda waxaa lagu boorinayaa inay si masuuliyad leh u maareeyaan deymaha alaabada sida bacriminta iyo kiimikooyinka si ay kor ugu qaadaan soo saarista iyo in ay bixiyaan lacagaha waqtigooda.,https://kilimonews.co.ke/agriculture-policy/the-origin-of-coffee-debts/,2026-07-14,scraped:Kilimo News - Policy
270,Agriculture,PSA,"Farmers are advised to stay informed on shifting agricultural market trends driven by emerging economies, particularly in oilseeds, as outlined in the OECD-FAO Agricultural Outlook 2024-2033 report.","Wakulima wanashauriwa kubaki wakijua mwenendo wa soko la kilimo unaobadilika unaosababishwa na uchumi mpya, hasa katika mbegu za mafuta, kama ilivyoelezwa katika ripoti ya OECD-FAO ya Mtazamo wa Kilimo 2024-2033.","Abagenga batarere info buya kianoru buya bwakire bwakagendo bweng'enda buya bwabire buya, buya naki ogotamari, bwakire bwakiruri buya mu OECE-FAO Omoore bwabere 2024-2033.","Otero ni chira mar farmers kuom inyalo kanyo e yo nyaka piny kendo bura chwe mar shuga, piny kuom gi tek mari gi wendo, ka to bura mar OECD-FAO Agricultural Outlook 2024-2033.","Farmers waxay lagula talinayaa inay la socdaan isbedelada suuqa beeraha ee ka dhalanaya dhaqaalo cusub, gaar ahaan qodobbada saliidda, sida ku cad warbixinta OECD-FAO ee Aragtida Beeraha 2024-2033.",https://kilimonews.co.ke/agriculture-policy/oilseeds-yields-to-persist-as-emerging-economies-continue-driving-agricultural-markets-report-indicates/,2026-07-14,scraped:Kilimo News - Policy
271,Agriculture,PSA,Farmers in Zambia are encouraged to adopt rotational grazing practices to boost livestock productivity by 20% and reduce mortality rates by 30%.,Wakulima nchini Zambia wanahimizwa kukubali mbinu za malisho ya kuhamahama ili kuongeza uzalishaji wa mifugo kwa 20% na kupunguza viwango vya vifo kwa 30%.,Abagani banozirwa mu Zambia bategerejeke okugaramia ebicheng'ere obwokakire mu kweteeria omanyire bweragire 20% nakiye omogonde bwarima 30%.,Gik ma farmi ku Zambia nyal timo chiro mar gi ng'ato e yo chayo mapan kendo timo kisuma ma okinyi e 20% kendo golo hia e 30%.,Beeraleyda Zambiya waxaa lagu dhiirrigelinayaa inay qaataan dhaqanka lo’a si hab maamuus ah u daaqaan si ay u kordhiyaan wax soo saarka xoolaha 20% iyo inay yareeyaan heerarka dhimashada 30%.,https://kilimonews.co.ke/agriculture-policy/zambia-farmers-to-benefit-from-sustainable-livestock-management-practices-project/,2026-07-14,scraped:Kilimo News - Policy
272,Agriculture,PSA,Coffee farmers can now apply for debt waivers under the government's new program. Ensure your cooperative submits claims honestly to qualify for the Ksh 6.7 billion support across all coffee growing regions.,Wakulima wa kahawa sasa wanaweza kuomba msamaha wa deni chini ya mpango mpya wa serikali. Hakikisha ushirika wako unawasilisha madai kwa njia ya uaminifu ili kuweza kupata msaada wa Ksh 6.7 bilioni katika maeneo yote yanayolimwa kahawa.,Abagabuli ba kahawa naki bakananga kutegana omokubwaki bwetiyori buoru. Naki buya bwogendo bwomokorori bwanyu bworeka kire naki bwiintang'ani karanya bwakubo Ksh 6.7 billion bweregu bosi bosi bwemokahawa.,Waweza ripoti duto gi kony kendo choko ni mama in oweri kendo kony gi shairi mana. Jochieng magi ni shauri orit ko ng'ato kendo an ng'ato ni kony kony kanyisi Ksh 6.7 bilioni duto kendo mawuok kuom nyaka yuech.,Farmers-ka bunka hadda waxay codsan karaan in lagu cafiyo deymahooda oo ka hooseeya barnaamijka cusub ee Dowladda. Hubi in iskaashatadaadu si daacad ah u gudbiso codsiyada si aad ugu qalanto taageerada Ksh 6.7 bilyan ee guud ahaan dhamaan gobollada bunta lagu beero.,https://kilimonews.co.ke/agriculture-policy/chelugui-outlines-coffee-debt-waiver-process/,2026-07-14,scraped:Kilimo News - Policy
273,Agriculture,PSA,Cooperative CEOs are encouraged to adopt digital operations and ethical practices to enhance resilience amidst competition. Take action now to strengthen your cooperative's growth.,Madaraka ya ushirika yanahimizwa kuzingatia shughuli za kidijitali na maadili ili kuongeza uwezo wa kukabiliana na ushindani. Chukua hatua sasa ili kuimarisha ukuaji wa ushirika wako.,Amasiko naki siganani boke bwaki bw'ogenda obwakore ebisa. Naki oria naki wandiki aise oboraga bw'amasiko bwakire.,Magigi CEO ma kuom jigo yie nyaka golo loch motegno kendo wach mar bedo chwech ligang'uru ma e kido wadh nyaka. Tiyo chako nyaka kitekwanyi kuom owango mar joma ching' gi.,Madaxda iskaashatada waxaa lagu dhiirigelinayaa inay qaataan howlgallada dijitaalka ah iyo habdhaqanka anshaxa si ay u xoojiyaan adkeysiga iyagoo la tartamaya. Ha ka waaboyin inaad talaabo qaaddo si aad u adkaysato koritaanka iskaashatadaada.,https://kilimonews.co.ke/agriculture-policy/cooperative-ceos-urged-to-be-resilient-and-follow-ethical-practices/,2026-07-14,scraped:Kilimo News - Policy
274,Agriculture,PSA,The Cooperatives Bill is expected to pass this year; stakeholders are encouraged to submit their views to the Parliamentary Committee of Trade and Cooperatives.,Sheria ya Ushirikiano inatarajiwa kupitishwa mwaka huu; wadau wanahimizwa kuwasilisha maoni yao kwa Kamati ya Bunge ya Biashara na Ushirikiano.,Ekibori ch’Omokireri kirema ikwenda kubwaki naki; abaki boti bware omosi abwaki oria bakanana bwaki ch’Omokireri na Busi.,Buku ma okonyo mar cooperatives nyalo pesa chieng'ono; watu dhi nyaka bende wawinjore yore bedo to Parliamentary Committee of Trade and Cooperatives.,Sharciga Iskaashatada waxaa la filayaa inuu ansaxayo sanadkan; dhinacyada la xiriira waxaa lagu dhiirigelinayaa inay soo diraan fikradahooda Guddiga Baarlamaanka ee Ganacsiga iyo Iskaashatada.,https://kilimonews.co.ke/agriculture-policy/government-upbeat-about-the-cooperatives-bill-passage-this-year/,2026-07-14,scraped:Kilimo News - Policy
275,Agriculture,PSA,Farmers and tea producers are encouraged to develop a Kenyan tea brand to enhance market visibility and prices. Aim for at least 60% of exports to be processed and branded within 3-5 years.,Wakulima na wazalishaji wa chai wanahamasishwa kuendeleza chapa ya chai ya Kenya ili kuimarisha uonekano wa soko na bei. Lengo ni kuhakikisha angalau 60% ya mauzo ya nje yanachakatwa na kuweka chapa ndani ya miaka 3-5.,Abakire nakiisi baende kutoikanya ek-brand ya chai ya Kenya buya boki kwiwasake omokireri na omokometete. Nakiiranga oreka 60% njara zine buya boki dakore na kiree 3-5.,Owino gi maziwa mar kuon gi tunga weche ahinya kuom kanyal gi tea okel ka oser ni nde moiny. Samo ni oting'o ni 60% mar jiewo to be modhuro gi goding' kata bende 3-5 ng'ato.,Beeraleyda iyo soo saarayaasha shaaha waxaa lagu dhiirigelinayaa inay sameeyaan sumadda shaaha ee Kenya si loo kordhiyo muuqaalka suuqa iyo qiimaha. Ujeedadu waa in ugu yaraan 60% dhoofinta la farsameeyo lana sumadeyo 3-5 sano gudahood.,https://kilimonews.co.ke/agriculture-policy/kenya-must-brand-its-tea-for-better-prices-says-president-william-ruto/,2026-07-14,scraped:Kilimo News - Policy
276,Agriculture,PSA,"Farmers are encouraged to consider organic fertilizer as part of their agricultural practices, following its focus at the recent African Fertilizer and Soil Health Summit.","Wakulima wanahimizwa kuzingatia mbolea za kikaboni kama sehemu ya mazoea yao ya kilimo, kufuatia mkutano wa hivi karibuni wa Afrika kuhusu Mbolea na Afya ya Udongo.","Abaki banchari baisore kugendia osibori oria bw'ogenda buya buya baiso baki koreka mu bw'ogenda bw'abaki, nyanduri bw'ekekubo buya buya bw'Abafirika.","Chalo nyaka dhiye organic fertilizer ka wacho dhok mag chuo, e ng'ato ni owuon e konyo chalo mar African Fertilizer and Soil Health Summit.","Beeralaydu waxaa loo dhiirigelinayaa inay tixgaliyaan bacriminta dabiiciga ah qayb ka mid ah dhaqankooda beeraleyda, iyadoo la raacayo diiradda lagu saaray Shirkii dhowaan ee Bacriminta Afrika iyo Caafimaadka Carrada.",https://kilimonews.co.ke/agriculture-policy/organic-fertilizer-gets-attention-at-the-african-fertilizer-and-soil-health-summit/,2026-07-14,scraped:Kilimo News - Policy
